STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
USW00094728,"NY CITY CENTRAL PARK, NY US",6/30/1900,,75,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/1/1900,,72,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/2/1900,,78,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/3/1900,,79,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/4/1900,,91,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/5/1900,,86,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/6/1900,,97,74,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/7/1900,,93,75,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/8/1900,,88,75,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/9/1900,,80,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/10/1900,,79,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/11/1900,,86,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/12/1900,,91,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/13/1900,,80,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/14/1900,,83,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/15/1900,,92,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/16/1900,,96,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/17/1900,,97,77,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/18/1900,,95,77,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/19/1900,,89,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/20/1900,,85,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/21/1900,,88,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/22/1900,,88,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/23/1900,,86,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/24/1900,,87,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/25/1900,,89,74,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/26/1900,,75,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/27/1900,,80,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/28/1900,,85,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/29/1900,,85,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/30/1900,,76,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/31/1900,,87,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/1/1900,,82,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/2/1900,,79,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/3/1900,,79,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/4/1900,,74,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/5/1900,,81,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/6/1900,,95,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/7/1900,,91,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/8/1900,,83,72,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/9/1900,,92,75,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/10/1900,,95,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/11/1900,,96,79,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/12/1900,,91,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/13/1900,,79,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/14/1900,,84,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/15/1900,,82,72,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/16/1900,,87,75,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/17/1900,,84,72,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/18/1900,,83,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/19/1900,,80,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/20/1900,,70,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/21/1900,,71,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/22/1900,,78,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/23/1900,,84,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/24/1900,,84,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/25/1900,,93,74,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/26/1900,,93,77,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/27/1900,,92,76,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/28/1900,,85,74,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/29/1900,,86,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/30/1900,,89,74,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/31/1900,,88,72,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/1/1900,,82,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/2/1900,,86,72,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/3/1900,,87,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/4/1900,,86,72,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/5/1900,,87,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/6/1900,,92,74,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/7/1900,,84,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/8/1900,,80,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/9/1900,,85,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/10/1900,,82,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/11/1900,,88,74,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/12/1900,,86,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/13/1900,,77,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/14/1900,,80,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/15/1900,,71,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/16/1900,,77,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/17/1900,,69,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/18/1900,,68,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/19/1900,,65,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/20/1900,,70,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/1900,,78,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/1900,,71,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/1900,,66,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/1900,,73,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/1900,,76,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/1900,,79,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/1900,,76,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/1900,,74,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/1900,,67,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/1900,,69,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/1900,,69,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/1900,,72,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/1900,,71,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/1900,,73,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/1900,,78,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/1900,,78,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/1900,,69,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/1900,,80,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/1900,,61,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/1900,,59,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/1900,,69,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/12/1900,,70,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/1900,,67,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/1900,,63,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/1900,,74,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/1900,,76,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/1900,,55,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/1900,,63,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/1900,,56,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/1900,,55,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/1900,,65,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/1900,,73,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/1900,,76,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/1900,,77,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/1900,,67,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/1900,,64,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/1900,,67,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/1900,,62,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/1900,,65,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/1900,,63,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/1900,,55,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/1900,,64,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/1900,,72,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/1900,,55,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/1900,,57,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/1900,,67,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/1900,,56,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/1900,,60,46,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/1900,,60,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/1900,,48,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/1900,,49,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/1900,,45,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/1900,,49,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/1900,,51,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/1900,,47,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/1900,,44,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/1900,,39,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/1900,,47,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/1900,,59,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/1900,,67,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/1900,,69,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/1900,,74,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/1900,,57,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/1900,,61,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/1900,,44,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/1900,,50,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/1900,,61,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/1900,,50,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/1900,,43,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/1900,,52,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/1900,,48,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/1900,,46,37,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/1900,,48,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/1900,,51,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/1900,,53,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/1900,,47,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/1900,,44,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/1900,,46,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/1900,,43,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/1900,,44,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/1900,,29,20,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/1900,,32,26,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/1900,,36,24,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/1900,,48,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/1900,,33,17,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/1900,,25,13,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/1900,,27,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/1900,,30,14,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/1900,,40,21,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/1900,,48,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/1900,,45,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/1900,,34,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/1900,,43,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/1900,,56,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/1900,,59,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/1900,,47,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/1900,,37,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/1900,,37,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/1900,,43,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/1900,,37,26,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/1900,,42,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/1900,,45,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/1/1901,,43,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/2/1901,,33,26,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/3/1901,,27,16,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/4/1901,,35,19,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/5/1901,,35,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/6/1901,,36,21,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/7/1901,,43,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/8/1901,,43,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/9/1901,,48,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/10/1901,,40,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/11/1901,,38,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/12/1901,,44,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/13/1901,,36,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/14/1901,,41,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/15/1901,,45,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/16/1901,,53,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/17/1901,,47,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/18/1901,,32,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/19/1901,,28,8,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/20/1901,,30,9,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/21/1901,,46,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/22/1901,,44,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/23/1901,,35,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/24/1901,,40,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/25/1901,,40,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/26/1901,,37,24,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/27/1901,,35,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/28/1901,,34,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/29/1901,,31,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/30/1901,,32,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/31/1901,,34,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/1/1901,,31,20,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/2/1901,,29,20,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/3/1901,,36,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/4/1901,,33,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/5/1901,,28,21,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/6/1901,,25,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/7/1901,,26,17,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/8/1901,,29,19,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/9/1901,,28,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/10/1901,,28,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/11/1901,,35,21,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/12/1901,,31,20,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/13/1901,,21,14,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/14/1901,,26,14,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/15/1901,,37,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/16/1901,,41,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/17/1901,,39,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/18/1901,,40,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/19/1901,,40,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/20/1901,,32,22,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/21/1901,,27,21,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/22/1901,,31,22,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/23/1901,,26,19,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/24/1901,,27,16,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/25/1901,,40,22,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/26/1901,,42,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/27/1901,,28,22,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/28/1901,,29,17,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/1/1901,,44,24,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/2/1901,,47,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/3/1901,,41,22,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/4/1901,,50,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/5/1901,,41,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/6/1901,,17,12,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/7/1901,,36,16,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/8/1901,,47,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/9/1901,,49,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/10/1901,,42,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/11/1901,,52,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/12/1901,,43,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/13/1901,,44,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/14/1901,,51,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/15/1901,,42,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/16/1901,,38,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/17/1901,,45,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/18/1901,,52,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/19/1901,,48,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/20/1901,,48,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/21/1901,,53,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/22/1901,,48,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/23/1901,,51,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/24/1901,,45,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/25/1901,,47,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/26/1901,,45,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/27/1901,,52,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/28/1901,,39,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/29/1901,,42,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/30/1901,,48,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/31/1901,,47,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/1/1901,,49,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/2/1901,,48,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/3/1901,,50,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/4/1901,,45,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/5/1901,,50,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/6/1901,,47,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/7/1901,,50,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/8/1901,,49,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/9/1901,,49,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/10/1901,,49,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/11/1901,,53,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/12/1901,,60,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/13/1901,,57,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/14/1901,,53,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/15/1901,,47,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/16/1901,,52,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/17/1901,,60,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/18/1901,,48,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/19/1901,,49,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/20/1901,,48,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/21/1901,,55,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/22/1901,,60,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/23/1901,,53,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/24/1901,,50,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/25/1901,,49,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/26/1901,,58,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/27/1901,,60,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/28/1901,,67,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/29/1901,,74,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/30/1901,,80,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/1/1901,,63,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/2/1901,,56,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/3/1901,,58,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/4/1901,,63,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/5/1901,,71,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/6/1901,,61,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/7/1901,,73,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/8/1901,,65,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/9/1901,,55,51,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/10/1901,,57,51,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/11/1901,,68,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/12/1901,,71,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/13/1901,,65,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/14/1901,,64,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/15/1901,,71,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/16/1901,,74,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/17/1901,,69,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/18/1901,,58,51,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/19/1901,,54,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/20/1901,,53,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/21/1901,,69,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/22/1901,,67,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/23/1901,,80,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/24/1901,,85,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/25/1901,,57,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/26/1901,,53,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/27/1901,,59,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/28/1901,,69,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/29/1901,,57,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/30/1901,,66,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/31/1901,,68,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/1/1901,,71,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/2/1901,,65,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/3/1901,,72,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/4/1901,,79,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/5/1901,,81,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/6/1901,,89,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/7/1901,,77,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/8/1901,,67,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/9/1901,,70,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/10/1901,,76,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/11/1901,,80,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/12/1901,,89,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/13/1901,,81,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/14/1901,,81,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/15/1901,,73,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/16/1901,,74,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/17/1901,,77,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/18/1901,,75,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/19/1901,,75,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/20/1901,,74,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/21/1901,,80,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/22/1901,,87,66,
