STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
USW00094728,"NY CITY CENTRAL PARK, NY US",5/28/1946,,62,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/29/1946,,68,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/30/1946,,87,51,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/31/1946,,86,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/1/1946,,83,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/2/1946,,52,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/3/1946,,73,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/4/1946,,64,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/5/1946,,71,51,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/6/1946,,72,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/7/1946,,82,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/8/1946,,90,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/9/1946,,82,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/10/1946,,76,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/11/1946,,85,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/12/1946,,84,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/13/1946,,84,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/14/1946,,68,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/15/1946,,75,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/16/1946,,74,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/17/1946,,75,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/18/1946,,86,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/19/1946,,69,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/20/1946,,66,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/21/1946,,79,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/22/1946,,81,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/23/1946,,86,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/24/1946,,90,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/25/1946,,89,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/26/1946,,91,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/27/1946,,91,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/28/1946,,87,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/29/1946,,86,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",6/30/1946,,83,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/1/1946,,86,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/2/1946,,88,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/3/1946,,82,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/4/1946,,86,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/5/1946,,83,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/6/1946,,83,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/7/1946,,93,72,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/8/1946,,78,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/9/1946,,82,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/10/1946,,87,72,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/11/1946,,73,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/12/1946,,77,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/13/1946,,89,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/14/1946,,89,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/15/1946,,76,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/16/1946,,79,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/17/1946,,86,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/18/1946,,91,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/19/1946,,92,70,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/20/1946,,94,73,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/21/1946,,88,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/22/1946,,81,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/23/1946,,74,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/24/1946,,83,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/25/1946,,81,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/26/1946,,82,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/27/1946,,83,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/28/1946,,83,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/29/1946,,87,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/30/1946,,87,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",7/31/1946,,84,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/1/1946,,78,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/2/1946,,76,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/3/1946,,80,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/4/1946,,85,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/5/1946,,86,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/6/1946,,82,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/7/1946,,70,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/8/1946,,86,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/9/1946,,89,68,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/10/1946,,84,71,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/11/1946,,80,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/12/1946,,79,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/13/1946,,70,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/14/1946,,76,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/15/1946,,77,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/16/1946,,78,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/17/1946,,88,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/18/1946,,78,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/19/1946,,70,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/20/1946,,83,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/21/1946,,78,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/22/1946,,84,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/23/1946,,73,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/24/1946,,78,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/25/1946,,78,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/26/1946,,78,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/27/1946,,77,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/28/1946,,81,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/29/1946,,80,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/30/1946,,70,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",8/31/1946,,75,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/1/1946,,81,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/2/1946,,81,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/3/1946,,74,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/4/1946,,75,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/5/1946,,73,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/6/1946,,74,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/7/1946,,84,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/8/1946,,85,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/9/1946,,83,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/10/1946,,87,69,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/11/1946,,80,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/12/1946,,73,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/13/1946,,68,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/14/1946,,71,51,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/15/1946,,78,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/16/1946,,81,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/17/1946,,86,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/18/1946,,87,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/19/1946,,90,65,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/20/1946,,86,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/1946,,71,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/1946,,83,67,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/1946,,75,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/1946,,73,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/1946,,83,66,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/1946,,81,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/1946,,82,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/1946,,79,62,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/1946,,72,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/1946,,67,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/1946,,56,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/1946,,57,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/1946,,74,46,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/1946,,80,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/1946,,82,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/1946,,87,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/1946,,84,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/1946,,67,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/1946,,62,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/1946,,67,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/1946,,72,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/12/1946,,73,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/1946,,63,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/1946,,64,46,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/1946,,64,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/1946,,69,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/1946,,72,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/1946,,68,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/1946,,64,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/1946,,54,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/1946,,63,46,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/1946,,67,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/1946,,70,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/1946,,77,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/1946,,71,56,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/1946,,68,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/1946,,73,61,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/1946,,78,59,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/1946,,77,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/1946,,82,64,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/1946,,81,60,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/1946,,68,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/1946,,65,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/1946,,64,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/1946,,71,52,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/1946,,53,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/1946,,60,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/1946,,62,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/1946,,68,51,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/1946,,58,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/1946,,58,46,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/1946,,65,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/1946,,61,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/1946,,52,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/1946,,55,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/1946,,49,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/1946,,56,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/1946,,54,46,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/1946,,46,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/1946,,52,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/1946,,59,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/1946,,59,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/1946,,58,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/1946,,41,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/1946,,47,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/1946,,63,47,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/1946,,67,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/1946,,64,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/1946,,49,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/1946,,50,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/1946,,54,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/1946,,54,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/1946,,35,16,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/1946,,34,19,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/1946,,44,26,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/1946,,51,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/1946,,44,37,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/1946,,50,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/1946,,54,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/1946,,61,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/1946,,70,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/1946,,59,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/1946,,61,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/1946,,63,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/1946,,39,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/1946,,34,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/1946,,36,26,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/1946,,48,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/1946,,43,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/1946,,32,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/1946,,38,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/1946,,43,37,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/1946,,42,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/1946,,42,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/1946,,47,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/1946,,41,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/1946,,44,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/1946,,32,16,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/1946,,53,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/1946,,40,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/1946,,41,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/1946,,30,16,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/1/1947,,30,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/2/1947,,36,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/3/1947,,43,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/4/1947,,35,26,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/5/1947,,37,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/6/1947,,37,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/7/1947,,38,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/8/1947,,40,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/9/1947,,31,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/10/1947,,33,22,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/11/1947,,51,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/12/1947,,46,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/13/1947,,36,21,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/14/1947,,38,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/15/1947,,43,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/16/1947,,46,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/17/1947,,41,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/18/1947,,46,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/19/1947,,36,29,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/20/1947,,60,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/21/1947,,51,17,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/22/1947,,23,12,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/23/1947,,36,16,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/24/1947,,56,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/25/1947,,56,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/26/1947,,51,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/27/1947,,57,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/28/1947,,60,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/29/1947,,47,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/30/1947,,63,37,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/31/1947,,63,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/1/1947,,41,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/2/1947,,34,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/3/1947,,36,24,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/4/1947,,50,17,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/5/1947,,19,7,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/6/1947,,35,10,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/7/1947,,41,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/8/1947,,34,11,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/9/1947,,26,10,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/10/1947,,36,20,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/11/1947,,37,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/12/1947,,38,24,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/13/1947,,42,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/14/1947,,49,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/15/1947,,48,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/16/1947,,43,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/17/1947,,46,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/18/1947,,47,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/19/1947,,34,19,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/20/1947,,25,15,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/21/1947,,24,14,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/22/1947,,29,18,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/23/1947,,28,19,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/24/1947,,30,15,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/25/1947,,41,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/26/1947,,38,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/27/1947,,34,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/28/1947,,37,23,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/1/1947,,34,24,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/2/1947,,38,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/3/1947,,35,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/4/1947,,37,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/5/1947,,41,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/6/1947,,45,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/7/1947,,40,31,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/8/1947,,36,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/9/1947,,41,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/10/1947,,42,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/11/1947,,47,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/12/1947,,48,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/13/1947,,50,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/14/1947,,63,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/15/1947,,53,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/16/1947,,43,30,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/17/1947,,38,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/18/1947,,38,25,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/19/1947,,44,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/20/1947,,47,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/21/1947,,51,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/22/1947,,43,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/23/1947,,54,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/24/1947,,54,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/25/1947,,52,27,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/26/1947,,35,21,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/27/1947,,38,26,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/28/1947,,42,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/29/1947,,52,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/30/1947,,44,32,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/31/1947,,50,28,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/1/1947,,51,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/2/1947,,48,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/3/1947,,54,38,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/4/1947,,51,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/5/1947,,52,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/6/1947,,79,49,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/7/1947,,69,41,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/8/1947,,57,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/9/1947,,48,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/10/1947,,55,39,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/11/1947,,71,46,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/12/1947,,78,58,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/13/1947,,62,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/14/1947,,50,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/15/1947,,68,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/16/1947,,52,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/17/1947,,55,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/18/1947,,62,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/19/1947,,60,50,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/20/1947,,50,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/21/1947,,41,34,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/22/1947,,51,33,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/23/1947,,50,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/24/1947,,72,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/25/1947,,54,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/26/1947,,60,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/27/1947,,72,40,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/28/1947,,53,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/29/1947,,67,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/30/1947,,78,54,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/1/1947,,70,46,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/2/1947,,48,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/3/1947,,52,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/4/1947,,62,51,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/5/1947,,56,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/6/1947,,72,48,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/7/1947,,62,43,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/8/1947,,50,37,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/9/1947,,50,35,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/10/1947,,62,36,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/11/1947,,73,45,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/12/1947,,81,55,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/13/1947,,86,63,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/14/1947,,70,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/15/1947,,58,42,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/16/1947,,60,44,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/17/1947,,74,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/18/1947,,69,53,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/19/1947,,77,57,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/20/1947,,84,54,
