Well_ID,Lat,Lon,Depth,Drink,Si,P,S,Ca,Fe,Ba,Na,Mg,K,Mn,As,Sr,F,Cl,SO4,Br
3747,23.765167,90.595367,50,Y,,,,,,,,,,,,,,,,
3748,23.76515,90.596667,60,Y,40634.78,0.53431,488.93,61454.19,2.85465,83.35,44.24241,22.53,4588.21,1.75,136.46,236,0.2359,48.7604,1.1234,0.1375
3753,23.765517,90.596917,60,Y,,,,,,,,,,,,,,,,
3757,23.765533,90.597783,60,Y,41842.9,0.53415,11078.76,76365.46,6.27815,139.34,38.12431,32.41,6858.41,3.04,88.13,244.36,0.1293,80.2335,30.2966,0.0593
3763,23.7659,90.597733,60,Y,,,,,,,,,,,,,,,,
3765,23.765983,90.5973,60,Y,40604.25,0.67986,380.62,40651.68,6.5375,98.77,31.37913,19.62,4321.99,2.09,144.16,188.55,0.1183,48.4548,0.871,0.0444
3766,23.765733,90.5973,60,Y,43059.21,0.60727,1747.55,59670.2,6.8641,81.95,26.46456,27.4,4115.36,2.32,85.81,234.2,0.1423,68.4782,4.4067,0.047
3781,23.765783,90.5988,45,Y,,,,,,,,,,,,,,,,
3783,23.765717,90.5989,60,Y,38387.09,0.12629,3521.29,39807.8,2.68597,67.52,26.84628,18.18,4496.49,0.79,43.99,129.07,0.1236,25.2744,9.4541,0.0255
3785,23.7652,90.599067,60,Y,40021.49,0.30256,3127.99,49800.08,3.62331,77.14,22.02968,22.07,4371.98,1.82,53.83,188.27,0.1711,43.628,7.7368,0.0405
3790,23.765367,90.59965,65,Y,41631.89,0.29325,405.04,45447.72,2.99361,69.34,15.29331,19.52,3835.96,1.98,86.47,173.98,0.1906,,0.1583,0.0206
3793,23.765467,90.599583,65,Y,41472.92,0.26757,66.93,45130.78,2.09749,65.83,18.73764,18.09,4313.12,1.95,87.1,175.36,0.1884,21.1716,0.1888,0.0237
3795,23.764633,90.600933,120,Y,23995.58,1.33584,25.65,3577.16,1.73495,24.99,74.4066,3.39,2183.08,0.06,76.68,34.47,1.5958,54.8291,,0.1922
3797,23.76485,90.6011,111,Y,,,,,,,,,,,,,,,,
3798,23.764533,90.60125,0,N,,,,,,,,,,,,,,,,
3804,23.764233,90.601983,45,Y,31096.91,0.32085,7689.44,59743.39,0.90479,101.58,41.24647,25.77,5221.17,2.68,21.26,211.72,1.542,54.4183,0.137,0.1751
3823,23.7909,90.631733,75,Y,,,,,,,,,,,,,,,,
3830,23.791067,90.632617,45,Y,,,,,,,,,,,,,,,,
3832,23.791333,90.633,45,Y,38849.06,0.19385,-3.7,44474.63,2.24846,41.57,10.33316,13.66,3360.21,0.78,39.09,166.1,0.212,10.2626,0.1649,0.0138
3835,23.79065,90.633833,45,Y,37898.31,0.24931,-7.07,45749.91,0.81584,47.82,11.87943,13.91,2782.76,0.62,22.56,161.13,0.2253,9.3517,0.1581,0.0101
3836,23.790933,90.6336,45,Y,37909.14,0.47131,50.77,47150.7,1.71257,58.7,14.766,14.97,3029.44,1.02,144.58,180.95,0.2192,13.0815,0.2256,0.0212
3839,23.790617,90.633217,45,Y,46709.42,0.26956,427.05,57740.01,0.16068,55.66,31.14446,16,3407.34,0.92,61.27,224.2,0.2393,19.5972,0.9378,0.0282
3846,23.790733,90.634467,45,Y,41012.87,0.50908,154.87,54838.69,0.44238,57.57,17.50458,16.89,3062.08,1.08,216.65,213.66,0.1749,20.1974,0.4137,0.026
3851,23.789833,90.633817,45,Y,46679.14,0.64741,4580.31,70579.66,1.15621,75.33,29.06649,24.88,3792.16,1.23,172.68,259.27,0.2332,49.1249,12.37,0.0211
3852,23.789933,90.633983,45,Y,42163.46,0.3918,583.78,61908.96,8.20801,81.48,15.3766,17.36,3482.8,1.6,186.7,271.05,0.2381,20.4052,1.3647,0.022
3853,23.789483,90.634017,60,Y,40050.33,1.70756,1929.55,41795.07,2.73966,55.55,12.16506,10.19,3044.56,0.84,700.89,202.66,0.3267,26.3925,4.9983,0.0124
3854,23.789367,90.634267,45,Y,,,,,,,,,,,,,,,,
3870,23.790333,90.635267,60,Y,,,,,,,,,,,,,,,,
3880,23.790233,90.636267,60,Y,34603.07034,1.283920324,14.79250998,39225.24301,3.860276278,84.29073532,13.70700841,11.27312369,2714.441943,0.778161649,249.6717431,153.2938042,0.2282,8.3137,,0.0142
3883,23.790533,90.636667,180,Y,18835.61623,2.370113879,41.16900583,4132.920979,1.764941892,69.6689498,64.43376007,10.1740508,11971.71439,0.015565034,25.52971304,91.58897256,0.7233,104.8595,,0.4493
3896,23.7898,90.636017,60,Y,57500.05439,0.771405351,16316.84091,110683.8083,5.441941752,168.6761442,53.32722875,47.70939192,5210.459739,2.47741785,150.0650083,418.4791321,0.1476,160.6511,46.0183,0.1535
3899,23.789983,90.6359,60,N,,,,,,,,,,,,,,,,
3906,23.787817,90.600333,115,Y,,,,,,,,,,,,,,,,
3909,23.78765,90.600583,115,Y,58164.49682,0.262105606,964.1122424,14922.82372,-0.00333656,20.7682884,48.32549332,3.831307107,1326.750928,0.008250309,0,129.5356206,0.3315,18.8565,2.583,0.0525
3916,23.7991,90.6273,190,Y,54924.4967,0.107188683,1806.652483,41644.33729,7.997981716,113.9747718,31.23890318,23.85311945,2547.143787,0.497614391,8.764589658,310.3410165,0.1556,49.6615,4.3459,0.0278
3918,23.798633,90.62775,70,Y,,,,,,,,,,,,,,,,
3923,23.800833,90.629983,55,Y,65252.07066,3.779362215,49.88336931,30718.5539,4.780013319,25.13874137,26.2233347,39.85157999,6031.182724,0.179150266,8.461114304,256.2395789,0.1925,14.4251,0.1654,0.0453
3924,23.80115,90.630167,108,Y,50051.79256,1.588233345,81.73940091,23676.15648,9.828950176,24.9135826,39.0352837,17.99995596,4198.812394,0.336199404,11.47965227,248.3835097,0.1982,24.5488,0.6066,0.0786
3926,23.801283,90.630317,115,Y,,,,,,,,,,,,,,,,
3928,23.801517,90.630633,120,Y,,,,,,,,,,,,,,,,
3933,23.802283,90.6307,25,Y,56584.81989,4.437516447,942.7257936,35829.29115,2.756472401,32.20834018,44.36943101,51.9392593,8834.419035,0.112942209,4.697274901,307.4904807,0.1998,33.2257,2.127,0.0607
3935,23.803117,90.630717,25,Y,61565.86903,3.439777801,24.10532662,22374.08414,3.521732185,18.65637135,23.16606933,32.41609935,10337.66101,0.085102279,10.41177313,189.7789201,0.2287,6.0127,0.1365,0.0193
3938,23.8022,90.630567,35,Y,56920.46601,4.779198357,126.6311789,36840.09506,3.03270589,31.8783027,47.90596188,54.35877913,10717.73954,0.092907925,4.915419809,313.9486638,0.2003,29.6037,0.3058,0.0683
3939,23.802517,90.631167,0,Y,,,,,,,,,,,,,,,,
3942,23.803067,90.632517,30,Y,61360.98091,3.850727861,104.2998254,22462.21802,4.040225308,17.95851958,32.54052214,34.37538293,7103.369971,0.110789134,13.15284252,202.376692,0.2282,11.4516,0.2512,0.0423
3943,23.80315,90.632633,30,Y,59783.02662,3.751217153,1451.654148,27056.03791,3.435475746,20.35034574,37.88926086,41.89315901,7157.005043,0.076031008,10.51064235,243.839713,0.2174,25.0207,3.6598,
3947,23.803817,90.63425,30,Y,,,,,,,,,,,,,,,,
3954,23.804617,90.63335,50,Y,,,,,,,,,,,,,,,,
3960,23.804383,90.632033,45,Y,59049.94731,2.856156807,2352.811426,26092.32095,3.68683661,12.7871277,32.17398843,32.29849132,4160.705591,0.109098194,5.018213316,170.0102787,0.2895,41.2589,6.2993,0.9948
3964,23.805583,90.632983,45,Y,,,,,,,,,,,,,,,,
3966,23.805167,90.633583,45,Y,,,,,,,,,,,,,,,,
3968,23.80595,90.63445,160,Y,63758.49573,3.257855895,67.52975678,42134.21266,10.62131947,21.93435031,39.37396713,43.10294348,6722.419907,0.185380772,11.84026262,302.0370806,0.2202,65.9724,0.1708,0.1099
3976,23.805867,90.633333,50,Y,63283.00328,2.738313708,29.25027844,43003.52304,6.112845693,17.43027116,36.24524145,34.1387627,4219.27287,0.142276836,2.031052105,210.3710275,0.2652,42.9202,0.2117,0.09
3981,23.806883,90.6331,30,Y,60353.00969,3.101897581,109.6715905,55031.18246,8.374566006,31.52568168,45.34269686,74.27760848,10564.16295,0.057832682,22.45111279,492.7467529,0.1172,62.4589,0.1606,0.0936
3984,23.806783,90.633583,50,Y,59285.66886,3.534795388,6134.567393,94920.31039,6.498652149,47.61731846,54.34789896,104.5456698,9614.327078,0.098099241,1.056267638,681.2879063,,,,
3986,23.80665,90.633733,50,Y,,,,,,,,,,,,,,,,
3989,23.806567,90.6353,130,Y,,,,,,,,,,,,,0.1844,217.525,15.7114,0.1368
3998,23.807517,90.633283,55,Y,62139.42113,3.459759676,134.0728558,37998.54826,7.047239803,20.94281546,51.37458331,49.4339465,8516.863173,0.123619083,10.83549552,319.5018904,0.158,46.9502,0.1587,0.0994
3999,23.807417,90.633133,45,Y,,,,,,,,,,,,,,,,
4000,23.806833,90.63545,135,Y,28930.69472,0.826785064,1710.058857,16707.31569,5.31545799,76.16582583,78.27197359,21.30706385,3531.972262,0.130136294,10.57176272,208.2748304,0.8631,170.0232,4.3377,0.5398
4009,23.78615,90.601617,85,Y,61058.91365,0.086490075,665.1799801,13764.56512,0.652546079,18.17611779,52.25970686,5.794002158,1483.388068,0.030015994,0,113.3321067,0.3874,36.9722,1.7709,0.1288
4010,23.786067,90.600917,120,Y,61463.45239,0.092795826,638.2573753,13397.915,1.176493646,16.34412105,50.55303302,5.323261428,1316.392907,0.03177949,0.078230565,111.1321061,0.3932,31.8887,1.7,0.1225
4015,23.786667,90.60195,110,Y,,,,,,,,,,,,,,,,
4016,23.786683,90.60105,120,Y,63875.42884,0.269942923,582.162622,12030.3448,0.548241744,21.22497226,50.44314198,6.00643105,1247.347974,0.020146312,0.003727539,113.5560376,0.359,35.8921,1.5325,0.1312
4018,23.786767,90.601833,135,Y,63439.17423,0.384896912,645.8211782,10863.7747,0.606379775,25.46520852,50.02499189,6.225736393,1216.354023,0.080080575,0,101.8492299,0.3974,23.0594,1.6911,0.1063
4021,23.786967,90.600633,120,Y,60532.72955,0.199286023,652.9698265,13593.39436,1.481847347,25.31546896,48.2826252,7.887453156,1590.23844,0.042144035,0.237838032,108.2814017,0.4025,24.4353,1.7922,0.1005
4040,23.784567,90.60135,135,Y,,,,,,,,,,,,,,,,
4043,23.784783,90.60095,135,Y,,,,,,,,,,,,,,,,
4062,23.785333,90.602967,30,Y,,,,,,,,,,,,,,,,
4083,23.786717,90.604667,30,Y,39032.75069,0.404606053,2133.514,34572.24532,10.41052862,105.2416706,17.90944791,16.44392907,3647.368362,3.182039721,125.2476215,130.5152221,0.111,37.5369,5.6422,0.0345
4093,23.783667,90.6017,45,Y,,,,,,,,,,,,,,,,
4095,23.78415,90.602833,45,Y,36058.53634,0.911867036,1499.667635,37444.35255,12.25988685,92.07914565,24.47094449,16.1060825,5127.197698,4.363444963,255.6206349,203.2241547,0.1767,39.7304,3.8504,0.0343
4108,23.784183,90.601933,45,Y,,,,,,,,,,,,,,,,
4120,23.7872,90.60345,135,Y,67174.04615,0.124815413,1431.776061,8845.390026,0.117320277,8.824473538,56.10910545,4.551922659,1060.677925,0.060389684,0.359136271,72.38607063,-0.0102,0.2261,,0.0118
4124,23.785417,90.6028,120,Y,64370.09023,0.152013923,840.9725903,11605.67802,0.597977249,15.54075647,51.01445858,5.409139712,1175.03973,0.045678977,0.381830171,93.32548565,0.3982,33.4566,2.2318,0.1038
4135,23.784917,90.60355,135,Y,,,,,,,,,,,,,,,,
4139,23.78575,90.603667,45,Y,41270.14973,0.305834035,5638.193775,60967.12168,0.64869264,131.2707378,35.96051074,23.3445414,6696.140796,6.271782288,84.84114042,317.8994135,0.1971,47.7089,15.4054,0.0488
4159,23.78515,90.6056,45,N,,,,,,,,,,,,,,,,
4163,23.78545,90.604833,45,Y,,,,,,,,,,,,,,,,
4168,23.786817,90.606217,30,Y,68330.00404,0.11884967,508.3011948,16185.13916,3.707614767,10.2059174,41.48360626,5.732064096,1246.541356,0.338213451,0.150496197,129.4766351,0.5169,23.0372,1.3675,0.0678
4181,23.788067,90.607833,120,Y,64670.57787,0.14439674,421.4377643,12424.74321,1.139322372,38.86419433,46.50415187,7.146121832,1432.580232,1.381266841,1.736573315,100.7506593,0.5041,25.5129,1.1427,0.0825
4252,23.781017,90.60925,75,N,,,,,,,,,,,,,,,,
4263,23.780333,90.610367,45,N,34226.62605,1.131266034,266.8031349,46716.08854,12.50135679,137.8762119,16.05293787,14.97306925,5933.895729,1.90455512,182.0820712,247.2134745,0.2637,14.8565,0.5671,0.0184
4273,23.77935,90.60935,60,Y,,,,,,,,,,,,,,,,
4330,23.778217,90.606167,45,N,43916.06347,1.915561312,5289.690324,59906.4055,15.24859461,181.4755727,56.38549229,34.69810704,5073.306649,0.800846326,30.65119321,268.4007662,0.1679,97.0292,14.0472,0.0414
4341,23.7784,90.6052,160,Y,,,,,,,,,,,,,,,,
4342,23.779,90.605017,130,Y,,,,,,,,,,,,,,,,
4347,23.778067,90.60395,160,N,,,,,,,,,,,,,,,,
4352,23.777583,90.602767,165,Y,41712.6968,0.578928919,14.31434935,22764.58204,15.34386297,81.19219739,43.66920343,17.71882004,3343.91299,0.86230315,121.6145922,220.5665637,0.3447,33.153,0.1787,0.0479
4354,23.779383,90.603433,150,Y,48378.03629,0.495930507,184.7755731,6235.066232,2.328716222,22.43623642,50.88654479,3.592368243,1476.027037,0.212296499,21.40869987,50.75274685,0.5997,26.7331,0.4701,0.044
4412,23.773633,90.5902,90,Y,28488.05137,1.129506298,11215.35533,54075.58696,10.32519248,288.2030252,52.00277751,27.25208154,24547.90655,0.967338464,506.7507985,455.6494029,0.137,86.6578,30.3947,0.0785
4418,23.769867,90.587217,60,Y,,,,,,,,,,,,,,,,
4422,23.76985,90.5875,105,Y,12605.5767,0.812546558,104.4833299,15122.27977,2.012216604,12.63788671,36.18305348,37.09227476,9656.196184,0.022021184,95.99516628,209.8612806,0.0787,32.2331,0.2616,0.049
4437,23.768917,90.585183,60,N,50905.48797,0.258969628,2492.65408,59938.07489,0.491467718,57.69320572,22.7451587,27.07028277,4373.491585,1.002070262,60.30785232,235.7072043,0.1687,38.8114,6.5803,0.0505
4448,23.76865,90.586333,60,Y,47182.01575,0.109079665,6491.284344,83813.70143,1.593829256,157.330154,53.88394572,32.73024137,9612.948098,4.280855479,17.15443333,334.1869027,0.1507,124.6903,17.6957,0.0851
4450,23.769217,90.586217,60,Y,49255.56053,0.742631297,235.4245271,44393.76229,7.380609081,78.34775879,17.49684714,16.91280616,3419.81801,2.235140445,285.9718839,229.9948607,0.1595,34.8343,,0.0688
4452,23.76865,90.58595,60,Y,48569.1437,0.565034634,90.93492431,44103.73527,2.649888363,68.59218362,18.73313566,16.50516606,3243.585914,1.875936416,234.8244961,221.8008899,0.1224,28.0304,0.2479,0.1185
4454,23.767383,90.585483,60,Y,52770.30514,0.495688926,215.6980617,63955.15608,1.640140638,69.2114545,20.4674403,19.60195922,3953.632567,1.86139014,157.8944007,276.8029314,0.2275,47.803,0.5095,0.099
4458,23.768117,90.585367,45,N,52553.84376,0.449840537,44.03657108,76036.64918,1.701042917,85.8955562,27.68572603,19.81954808,4279.543395,1.705368057,108.3137984,300.4789782,0.1779,120.3241,0.2088,0.2991
4468,23.76855,90.58515,60,Y,,,,,,,,,,,,,,,,
4480,23.767533,90.58455,45,Y,,,,,,,,,,,,,,,,
4487,23.766783,90.5845,45,Y,41675.33898,0.26472871,938.8129635,39462.34049,1.740342076,79.51475466,34.06743646,23.45024516,3881.088926,1.176051472,63.15980554,155.5893108,0.1478,27.5894,2.3043,0.0705
4500,23.76615,90.583917,45,Y,39030.31086,0.823484419,589.9580062,21896.30258,1.864469139,37.44407478,52.20310665,12.37788504,2808.464141,1.087102585,100.3877406,81.07828886,0.2082,46.7337,1.4801,0.1018
4527,23.762117,90.585767,45,Y,41325.25352,1.695788579,14.48772465,34501.88293,10.63998285,84.41331888,11.46487707,16.33352964,3781.646528,0.729801514,115.8340403,161.5956167,0.2084,6.3352,0.136,0.02
4530,23.762517,90.586167,60,Y,,,,,,,,,,,,,,,,
4534,23.763017,90.586533,75,N,38582.28234,2.025014021,16.70981055,46774.09817,10.76174304,121.5924218,21.74952894,22.27158703,5205.536157,0.349898943,141.1809199,222.2203151,0.2673,26.2487,0.1408,0.039
4536,23.762617,90.586833,60,Y,34178.23598,1.365838976,39.10218341,44405.8195,9.783654331,109.029727,16.34718681,19.39662049,5678.172969,1.101121275,218.004379,208.2828745,0.2732,17.1762,0.1566,0.0345
4546,23.763833,90.588983,60,Y,42225.72754,1.02675013,1092.285773,41605.38573,4.666044298,79.45703322,40.87823755,20.76602144,3313.020983,1.492075253,106.9491316,159.3168576,0.1914,55.8183,2.8147,0.1489
4558,23.764817,90.5919,60,Y,,,,,,,,,,,,,,,,
4564,23.7655,90.592017,75,Y,,,,,,,,,,,,,,,,
4579,23.764933,90.593283,105,N,40749.74242,0.900268378,927.9926344,43521.64193,17.23292773,113.9531885,40.44976064,17.16963616,4491.109397,1.756386327,257.8023291,248.8301357,,,,
4591,23.765167,90.5939,70,Y,,,,,,,,,,,,,,,,
4592,23.765083,90.594033,60,N,41312.75409,0.699240083,2912.664332,43685.82766,7.676628724,82.05282824,32.63275681,14.89153931,3283.486231,2.129927156,182.075367,223.4353215,0.2476,46.8569,8.0507,0.0712
4596,23.767,90.605917,45,Y,47570.71026,0.557862622,284.7143211,21464.86797,4.643573746,44.63040215,9.215961306,8.07355738,3283.389626,2.340785876,66.55272598,100.1196888,,,,
4599,23.766833,90.606517,75,Y,,,,,,,,,,,,,,,,
4610,23.791933,90.6306,30,Y,35493.786,0.121965202,5852.823914,60152.36456,5.41375311,131.5260528,50.86985876,38.27535129,3904.857211,1.242472374,12.65754425,200.3260439,0.0928,119.2035,16.2104,0.2083
4614,23.792867,90.63115,60,Y,,,,,,,,,,,,,,,,
4619,23.7901,90.631667,35,N,48694.33095,1.698357632,652.7433041,72279.13573,11.88123365,147.3273297,28.17044357,32.19855959,3295.245618,1.788682069,195.7258164,259.7809637,0.2493,70.1371,1.5333,0.0345
4754,23.8082,90.638633,120,Y,27435.86322,1.576006225,1145.792947,12259.22604,2.24446531,18.32765217,22.43908256,28.36478594,7601.285432,0.040983703,110.4370086,195.2402699,0.2284,23.0094,2.9942,0.02
4757,23.807833,90.638717,30,Y,25651.01451,0.031057585,14601.41436,66558.34102,2.361704634,230.9600475,56.23588168,53.32593974,7692.500604,1.772557978,1.432340524,253.5429932,0.0956,127.3628,,0.107
4762,23.808583,90.639683,30,Y,,,,,,,,,,,,,,,,
4767,23.808683,90.639617,30,Y,,,,,,,,,,,,,,,,
4782,23.80165,90.612117,55,Y,61385.36742,5.477615847,5997.166676,32564.15036,3.530908478,35.87811554,55.64818455,46.07655816,10780.85096,0.119394006,29.03671233,294.1778584,0.2755,87.4173,15.8083,0.2444
4787,23.794533,90.6267,45,Y,,,,,,,,,,,,,,,,
4794,23.794983,90.626567,30,Y,31821.06414,0.01002364,16809.92133,50251.91927,0.781612814,133.210532,56.11503884,29.47324202,5952.727129,0.350396169,0.109664547,197.5111779,0.1342,99.1877,48.3355,0.0349
4800,23.796233,90.625583,30,Y,33533.1895,0.03794853,4717.98639,30718.75753,4.569173022,81.5919332,21.60275376,18.14799232,3351.030743,2.672305085,0.711949412,128.3055444,0.0632,31.3096,13.3786,0.0087
4801,23.761417,90.626933,45,Y,37812.88816,0.043042999,2094.81512,25545.84937,2.16161095,79.6427504,23.0699196,17.62216227,5807.859802,1.26045421,0.902322914,84.86788998,0.0995,33.0875,5.7288,0.0207
4824,23.7624,90.628767,45,Y,,,,,,,,,,,,,,,,
4845,23.763683,90.625667,45,N,,,,,,,,,,,,,,,,
4846,23.763833,90.625783,75,Y,,,,,,,,,,,,,,,,
4854,23.763283,90.6265,45,Y,35831.54921,0.586058038,46.32882877,18885.23807,4.277109987,41.806154,7.689500791,10.90006189,2567.041824,0.938655747,70.84642374,67.61485928,0.1822,12.2721,,0.0117
4859,23.764867,90.626367,42,Y,,,,,,,,,,,,,,,,
4863,23.764867,90.627917,45,Y,41066.03218,0.038187436,9562.221647,39573.65779,5.312366876,135.4995689,49.51377632,28.29719189,5067.66203,5.827595559,10.64892967,113.4018359,0.0505,88.067,27.1032,0.0402
4866,23.764417,90.62795,60,N,37488.28089,1.301418692,86.84017195,19812.06772,4.004498464,34.07390952,7.015124029,6.533036628,3388.456975,0.76809941,246.6403443,104.5661627,0.294,7.747,0.2448,0.006
4881,23.766667,90.629383,55,N,46370.31961,2.171704124,327.9192341,44985.37717,8.768729198,96.78687483,24.21880906,23.42996069,3100.4749,0.861528107,70.80111867,174.6175416,0.2082,37.9634,0.7241,0.0252
4887,23.76605,90.62775,45,Y,32006.54008,0.081144959,6460.126735,17256.67488,11.53750693,70.9702704,8.981773045,13.83020664,2801.121913,0.474437679,5.76450997,60.52502417,0.0618,15.9902,19.2881,0.0134
4888,23.76595,90.627467,30,Y,32928.26116,0.020128567,7156.86406,37671.3922,0.884637326,63.12077456,29.13715565,21.8881836,4468.083113,0.134418502,0.279806926,143.9066321,0.1657,55.0958,20.8049,0.0327
4891,23.765567,90.627683,45,Y,31761.37111,0.1073165,2509.207694,16000.38377,10.42599636,52.4641224,10.83101055,10.38957691,2794.491331,0.465650928,2.01104372,72.51124023,0.1364,16.9236,7.3811,0.0135
4898,23.765083,90.6271,35,Y,,,,,,,,,,,,,,,,
4907,23.806567,90.636083,166,Y,24667.02457,1.465142356,728.0042621,9222.317546,2.076843507,64.68490402,61.37925654,15.68522089,4280.756662,0.027390022,37.76263463,144.4528996,1.247,69.3696,1.7138,0.1989
4913,23.8073,90.6364,135,Y,33143.0718,0.050602034,987.2118954,12639.2158,0.35729121,16.40994387,74.14097361,7.486417636,1211.419026,0.025968276,0.266173466,123.0560553,1.0591,107.3198,2.5364,0.3421
4914,23.8072,90.6363,140,Y,31239.0209,0.14881189,1220.877945,16824.58287,0.817839227,38.48511834,78.54800479,15.32353215,2129.561269,0.143169291,0.327796221,188.5461137,,,,
4916,23.8077,90.6363,135,Y,24507.73171,2.070361975,23.35149158,8078.331772,1.613610519,76.0190916,78.14334875,16.16339866,6125.241287,0.072758532,102.7438502,136.7668168,0.9274,99.2067,0.1389,0.3433
4917,23.807533,90.636483,110,Y,23998.5852,2.15325173,30.25566315,8560.696194,1.877413079,75.68822417,76.61780561,15.24323736,6027.434991,0.030731333,90.32121626,153.6296865,0.8181,114.0378,0.2037,0.4059
4926,23.80795,90.637433,150,N,31906.72895,4.662144628,118.8390736,5328.549284,1.809127546,10.66482929,62.57938827,12.49877375,7747.709326,0.020796707,142.4099676,102.8718353,0.6483,88.4305,0.2375,0.2874
4944,23.808633,90.6374,135,Y,,,,,,,,,,,,,,,,
4946,23.80855,90.637533,135,Y,22141.79631,1.467851927,52.35593557,9340.695203,2.244778252,15.10557323,32.29879098,18.56449114,8277.584197,0.047534305,84.21501483,150.0383332,0.3741,18.7185,0.202,0.0225
4950,23.801133,90.610617,200,Y,58480.56548,0.18994685,515.4977231,25051.1371,-0.000233408,38.95953731,56.20842479,9.999489561,1490.421777,0.022088375,0.632894708,202.8309636,0.6102,41.0424,1.3886,0.1468
4958,23.766183,90.630517,30,N,,,,,,,,,,,,,,,,
4960,23.766,90.631033,60,N,44078.69082,1.989554372,14.25300629,34886.3401,12.19131949,84.99228225,16.80825593,15.26663899,3107.926765,0.764864317,54.39070989,153.581282,0.2001,20.2764,0.1372,0.0162
4969,23.76175,90.6281,45,Y,,,,,,,,,,,,,,,,
7001,23.790117,90.631183,65,N,31189.49213,1.052956919,749.8227335,44191.59295,12.77550009,126.9336308,9.89850872,15.32114911,3076.179134,1.683094336,386.8279539,235.091469,0.2987,14.0469,1.8671,0.0132
7010,23.79015,90.6388,55,Y,38173.48953,1.238197273,3624.439872,90453.41926,8.74624298,156.009654,30.54131442,31.10237437,6294.908008,2.474557631,270.7859739,331.3305706,0.2048,65.4833,9.5707,0.0383
7011,23.79005,90.63895,55,N,37857.68012,1.887188441,6227.746489,100231.6038,10.70368511,207.8114829,56.50097625,34.72267297,11073.9297,3.905678696,258.6621348,352.0302335,0.198,116.7014,16.5443,0.0551
7013,23.789733,90.6384,60,Y,37199.96208,0.949836887,13.69497823,51862.73844,10.06195031,119.5698752,11.64191782,19.90450648,7806.94907,1.376403252,154.6764134,230.8238149,0.2422,12.7629,0.1512,0.0201
7015,23.789667,90.637983,60,Y,41799.70465,1.010025622,16.15063688,59507.03398,1.786301224,53.27795117,12.98486007,16.30040724,3270.804545,1.754866753,351.2063166,236.9892259,0.2969,14.7922,0.1522,0.0135
7019,23.79075,90.638683,70,Y,,,,,,,,,,,,,,,,
7021,23.790833,90.638867,50,Y,34574.66227,1.452277107,33.92445504,64075.54309,5.225334992,91.11372306,15.94022421,20.03939895,3935.144559,1.984731995,227.78906,270.39468,0.2034,16.0853,0.1744,0.0147
7026,23.790933,90.639233,35,N,,,,,,,,,,,,,,,,
7029,23.79125,90.6402,35,Y,41826.2577,0.454125009,12415.75343,66013.86381,10.98926953,202.2472735,32.87776767,32.31668218,12111.70929,1.657279668,45.07661637,224.7745755,0.0841,73.8822,35.6519,0.0408
7030,23.791133,90.64045,45,N,,,,,,,,,,,,,,,,
7040,23.7911,90.642017,35,Y,52241.39889,0.191313244,3282.768905,24113.13977,4.200536991,54.20475424,13.06601547,12.23959733,3890.184632,2.231313462,54.95845814,101.8923858,0.0441,21.9904,9.3853,0.0156
7050,23.79075,90.642283,30,Y,44810.72004,0.199884273,11621.34969,39656.08569,8.885906454,149.9274819,42.60355256,28.55076809,2064.431229,0.801354625,17.7555442,144.2373978,0.0741,74.3765,35.0749,0.0421
7058,23.790933,90.642783,35,Y,41755.90466,0.098072336,3640.658364,31373.64891,2.417769207,63.72276226,16.79298726,16.43286841,1875.616018,3.004647842,43.50835411,169.1471872,0.0399,22.052,11.0434,0.0165
7060,23.791333,90.643017,40,Y,39994.49376,0.066998322,2587.353674,24930.51589,1.380652112,66.76080601,12.61220788,17.03940155,1748.672955,2.137227993,6.831314614,94.59347588,0.1348,15.4072,7.7685,0.0162
7061,23.791517,90.64305,40,Y,38426.32883,0.106795184,3676.49959,28947.86756,2.560066398,68.28005207,14.56480666,18.06585594,1774.217851,1.678491595,8.042300516,118.5418739,0.1609,22.0161,10.9956,0.0205
7062,23.79135,90.643133,46,Y,,,,,,,,,,,,,,,,
7063,23.791167,90.643367,27,Y,,,,,,,,,,,,,,,,
7065,23.790133,90.643267,55,Y,54650.03113,0.094538417,364.7153371,40615.61351,1.167561809,60.07517117,11.66130639,13.90611962,1600.18504,2.288057667,41.58887811,199.4337275,0.0923,15.5095,0.9107,0.0136
7066,23.790067,90.643017,35,Y,48138.90594,0.088422237,3556.02535,30807.75766,1.79050823,88.16342731,17.11817827,18.29656212,1429.619181,2.13687417,7.918357507,144.6677433,0.0562,30.7166,10.5616,0.0245
7067,23.7901,90.643383,45,Y,53059.88708,0.076472503,12279.05342,63774.09111,1.607349089,106.6021766,18.46908202,26.88711788,1593.646739,3.90213674,18.36559575,313.2934444,0.0603,66.2486,37.48,0.0411
7092,23.790583,90.64615,30,Y,,,,,,,,,,,,,,,,
7094,23.79075,90.646333,35,Y,42622.19874,0.168689224,20790.21056,68071.65372,5.829855723,140.7484872,64.05360433,35.95197864,1151.672673,2.325144967,53.09782887,222.72586,0.1004,129.1747,61.2508,0.0378
7096,23.789567,90.646017,52,Y,39488.45221,0.218682264,19767.18942,69978.85893,3.207759445,138.8658403,47.40396522,46.76806913,1269.845918,2.184810148,59.28500296,240.62413,0.2339,118.5357,58.2209,0.041
